"0802.2719","Daoxin Yao","Dao-Xin Yao, Yen Lee Loh, Erica W. Carlson, Michael Ma","XXZ and Ising Spins on the Triangular Kagome Lattice","12 pages, 12 figures","Phys. Rev. B 78, 024428 (2008)","10.1103/PhysRevB.78.024428",,"cond-mat.stat-mech cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The recently fabricated two-dimensional magnetic materials Cu9X2(cpa)6.xH2O
(cpa=2-carboxypentonic acid; X=F,Cl,Br) have copper sites which form a
triangular kagome lattice (TKL), formed by introducing small triangles
(``a-trimers'') inside of each kagome triangle (``b-trimer''). We show that in
the limit where spins residing on b-trimers have Ising character, quantum
fluctuations of XXZ spins residing on the a-trimers can be exactly accounted
for in the absence of applied field. This is accomplished through a mapping to
the kagome Ising model, for which exact analytic solutions exist. We derive the
complete finite temperature phase diagram for this XXZ-Ising model, including
the residual zero temperature entropies of the seven ground state phases.
Whereas the disordered (spin liquid) ground state of the pure Ising TKL model
has macroscopic residual entropy ln72=4.2767... per unit cell, the introduction
of transverse(quantum) couplings between neighboring $a$-spins reduces this
entropy to 2.5258... per unit cell. In the presence of applied magnetic field,
we map the TKL XXZ-Ising model to the kagome Ising model with three-spin
interactions, and derive the ground state phase diagram. A small (or even
infinitesimal) field leads to a new phase that corresponds to a
non-intersecting loop gas on the kagome lattice, with entropy 1.4053... per
unit cell and a mean magnetization for the b-spins of 0.12(1) per site. In
addition, we find that for moderate applied field, there is a critical spin
liquid phase which maps to close-packed dimers on the honeycomb lattice, which
survives even when the a-spins are in the Heisenberg limit.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 20:46:29 GMT""},{""version"":""v2"",""created"":""Fri, 16 May 2008 21:17:55 GMT""}]","2008-07-24"
"0802.2720","Abilio Mateus","Abilio Mateus (LAM)","Evolution of the galaxy merger rate in model universes","5 pages, 3 figures, submitted to MNRAS Letters",,,,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We investigate the evolution of the galaxy merger rate predicted by two
semi-analytical galaxy formation models implemented on the Millennium
Simulation of dark matter structure growth. The fraction of merging galaxy
pairs at each time-step of the simulation is derived from the galaxy catalogues
obtained by the models and the results are compared with various observational
estimates of merger fractions taken from the literature. We find a good match
between the pair fractions derived from the simulation and the observed
counting of galaxy pairs obtained by different sources in the redshift range 0
< z < 1.2. The predicted evolution of the number of galaxy mergers per Gyr
grows with redshift as an exponential rate proportional to (1+z)^m, with m
ranging from 0.6 to 0.8 for 0 < z < 2, depending on the luminosity and mass
ratios of the merging galaxies. Our results are in agreement with recent
observational results that argue for a flat evolution in the fraction of galaxy
mergers since z ~ 1.2. The weak evolution predicted for the galaxy merger rate
in an hierarchical model universe shows that the mass assembly evolution of
galaxies through mergers does not follow the rapid evolution of the halo merger
rate obtained in previous studies.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:19:03 GMT""}]","2008-02-21"
"0802.2721","Giedrius Alkauskas","Giedrius Alkauskas","Asymptotic formula for the moments of Minkowski question mark function
  in the interval [0,1]","11 pages, 1 figure (final version). Lithuanian Math. J. (to appear)","Lithuanian Math. J., 48 (4), (2008), 357--367.","10.1007/s10986-008-9027-3",,"math.NT math.CA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we prove the asymptotic formula for the moments of Minkowski
question mark function, which describes the distribution of rationals in the
Farey tree. The main idea is to demonstrate that certain a variation of a
Laplace method is applicable in this problem, hence the task reduces to a
number of technical calculations.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:22:03 GMT""},{""version"":""v2"",""created"":""Wed, 30 Jul 2008 09:44:19 GMT""},{""version"":""v3"",""created"":""Sat, 8 Nov 2008 09:47:10 GMT""}]","2009-09-23"
"0802.2744","Gy\""orgy Vank\'o","Gy\""orgy Vank\'o, Frank M. F. de Groot, Simo Huotari, R. J. Cava,
  Thomas Lorenz, and M. Reuther","Intersite 4p-3d hybridization in cobalt oxides: a resonant x-ray
  emission spectroscopy study",,,,,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report on strong dipole transitions to 3d orbitals of neighboring Co atoms
in the Co 1s x-ray absorption pre-edge. They are revealed by applying
high-resolution resonant x-ray emission spectroscopy (RXES) to compounds
containing CoO6 clusters. When contrasted to quadrupole local 1s3d excitations,
these non-local 1s3d transitions are identified by their energy dispersion and
angular dependence, their sensitivity to second-shell effects (i.e. the
connection mode of the CoO6 octahedra and the bond lengths), and an upwards
energy shift of 2.5 eV due to the poorer screening of the core hole. The
experiment reveals that the intensity of the non-local transitions gauges the
oxygen-mediated 4p-O-3d intersite hybridization. We propose a revised
interpretation of the pre-edges of transition metal compounds. Detailed
analysis of these new features in the pre-edge offers a unique insight in the
oxygen mediated metal-metal interactions in transition metal-based systems,
which is a crucial aspect in orbital ordering and related electronic and
magnetic properties. In addition, the exceptional resolving power of the
present 1s2p RXES experiment allows us to demonstrate the coherent second-order
nature of the underlying scattering process.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 20:30:34 GMT""}]","2008-02-21"
"0802.2758","Shuheng Zhou","Shuheng Zhou, John Lafferty and Larry Wasserman","Time Varying Undirected Graphs","12 pages, 3 figures, to appear in COLT 2008","The 21st Annual Conference on Learning Theory (COLT 2008),
  Helsinki, Finland",,,"stat.ML math.ST stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Undirected graphs are often used to describe high dimensional distributions.
Under sparsity conditions, the graph can be estimated using $\ell_1$
penalization methods. However, current methods assume that the data are
independent and identically distributed. If the distribution, and hence the
graph, evolves over time then the data are not longer identically distributed.
In this paper, we show how to estimate the sequence of graphs for
non-identically distributed data, where the distribution evolves over time.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 20:54:29 GMT""},{""version"":""v2"",""created"":""Wed, 20 Feb 2008 23:15:40 GMT""},{""version"":""v3"",""created"":""Wed, 27 Feb 2008 06:56:27 GMT""},{""version"":""v4"",""created"":""Tue, 29 Apr 2008 00:56:14 GMT""}]","2008-04-29"
"0802.2792","Hynek Kovarik","Hynek Kovarik, Semjon Vugalter, Timo Weidl","Two dimensional Berezin-Li-Yau inequalities with a correction term","6 figures",,"10.1007/s00220-008-0692-1",,"math.SP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We improve the Berezin-Li-Yau inequality in dimension two by adding a
positive correction term to its right-hand side. It is also shown that the
asymptotical behaviour of the correction term is almost optimal. This improves
a previous result by Melas.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:21:39 GMT""}]","2010-09-24"
"0802.2859","Davide Rossini","Davide Rossini, Paolo Facchi, Rosario Fazio, Giuseppe Florio, Daniel
  A. Lidar, Saverio Pascazio, Francesco Plastina, Paolo Zanardi","Bang-Bang control of a qubit coupled to a quantum critical spin bath","10 pages, 4 figures, replaced with published version","Phys. Rev. A 77, 052112 (2008)","10.1103/PhysRevA.77.052112",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We analytically and numerically study the effects of pulsed control on the
decoherence of a qubit coupled to a quantum spin bath. When the environment is
critical, decoherence is faster and we show that the control is relatively more
effective. Two coupling models are investigated, namely a qubit coupled to a
bath via a single link and a spin star model, yielding results that are similar
and consistent.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:31:38 GMT""},{""version"":""v2"",""created"":""Tue, 20 May 2008 14:07:16 GMT""}]","2008-05-20"
"0802.2872","Juan Estrada","J. Estrada, H. Cease, H.T. Diehl, B. Flaugher, J. Jones, D. Kubik and
  A. Sonnenschein","Prospects for a direct dark matter search using high resistivity CCD
  detectors",,,,,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The possibility of using CCD detectors in a low threshold direct detection
dark matter search experiment is discussed. We present the main features of the
DECam detectors that make them a good alternative for such an experiment,
namely their low noise and their large depleted volume. The performance of the
DECam CCDs for the detection of nuclear recoils is discussed, and a measurement
of the ionization efficiency for these events is presented. Finally the plans
and expected reach for the CCD Experiment at Low Background (CELB) are
discussed.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 20:59:14 GMT""},{""version"":""v2"",""created"":""Wed, 20 Feb 2008 21:03:54 GMT""},{""version"":""v3"",""created"":""Tue, 1 Jul 2008 17:28:23 GMT""}]","2008-07-01"
"0802.2887","Mircea Neagu","Gheorghe Atanasiu, Mircea Neagu","On Cartan Spaces with the $m$-th Root Metric
  $K(x,p)=\sqrt[m]{a^{i_{1}i_{2}...i_{m}}(x)p_{i_{1}}p_{i_{2}}...p_{i_{m}}}$","9 pages","Hypercomplex Numbers in Geometry and Physics, No. 2 (12), Vol. 6
  (2009), 67-73",,,"math.DG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The aim of this paper is to expose some geometrical properties of the locally
Minkowski-Cartan space with the Berwald-Moor metric of momenta. This space is
regarded as a particular case of the $m$-th root Cartan space. Thus, Section 2
studies the $v$-covariant derivation components of the $m$-th root Cartan
space. Section 3 computes the $v$-curvature d-tensor $S^{hijk}$ of the m-th
root Cartan space and studies conditions for $S3$-likeness. Section 4 computes
the $T$-tensor $T^{hijk}$ of the m-th root Cartan space. Section 5
particularizes the preceding geometrical results for the Berwald-Moor metric of
momenta.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:06:43 GMT""},{""version"":""v2"",""created"":""Fri, 10 Oct 2008 15:14:50 GMT""},{""version"":""v3"",""created"":""Mon, 27 Oct 2008 19:22:48 GMT""},{""version"":""v4"",""created"":""Tue, 28 Oct 2008 10:35:28 GMT""}]","2010-10-12"
"0802.2888","Ginestra Bianconi","Ginestra Bianconi","The entropy of network ensembles","(10 pages)","Phys. Rev. E 79, 036114 (2009).","10.1103/PhysRevE.79.036114",,"cond-mat.dis-nn cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we generalize the concept of random networks to describe
networks with non trivial features by a statistical mechanics approach. This
framework is able to describe ensembles of undirected, directed as well as
weighted networks. These networks might have not trivial community structure
or, in the case of networks embedded in a given space, non trivial distance
dependence of the link probability. These ensembles are characterized by their
entropy which evaluate the cardinality of networks in the ensemble. The general
framework we present in this paper is able to describe microcanonical ensemble
of networks as well as canonical or hidden variables network ensemble with
significant implication for the formulation of network constructing algorithms.
Moreover in the paper we define and and characterize in particular the
""structural entropy"", i.e. the entropy of the ensembles of undirected
uncorrelated simple networks with given degree sequence. We discuss the
apparent paradox that scale-free degree distribution are characterized by
having small structural entropy but are so widely encountered in natural,
social and technological complex systems. We give the proof that while
scale-free networks ensembles have small structural entropy, they also
correspond to the most likely degree distribution with the corresponding value
of the structural entropy.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:12:16 GMT""},{""version"":""v2"",""created"":""Thu, 28 Feb 2008 17:57:29 GMT""},{""version"":""v3"",""created"":""Sun, 28 Dec 2008 11:29:24 GMT""}]","2009-11-13"
"0802.2889","David Roscoe","D.F.Roscoe","MOND: A consequence of the geometric Leibniz Clock","29 pages. One figure. This revision adds a new result to the earlier
  version and strips away material that this result makes redundant. Several
  figures are no longer required",,,,"astro-ph","http://creativecommons.org/licenses/by/4.0/","  Leibniz considered the notion of the 'empty physical space' to be a
meaningless abstraction, and he held firmly to the view that the only
significant thing was the set of relationships between 'objects', whatever
these 'objects' might be. Similarly, he was equally clear in expressing his
views about Newton's universal time, which he also considered to be a
meaningless abstraction. In effect, for him, time was no more than a synonym
for ordered change within a material system.
  The process of giving quantitative realization to this duality of
non-Newtonian ideas forms the core of this work. A primary result arising is
that every gravitating particle is no more than a clock - the geometric Leibniz
Clock - which provides all the basic things: it conserves energy and angular
momentum and satisfies the Weak Equivalence Principle.
  When the Clock is applied to model the concept of a galactic object within
which all motions are circular, the characteristic properties of the MOND
galaxy (asymptotic flatness, a critical acceleration scale, the baryonic
Tully-Fisher relationship) are quantitatively reproduced in the resulting
Leibniz galaxy. In short, the characteristic essence of MOND has its source in
the geometric Leibniz Clock.
","[{""version"":""v1"",""created"":""Wed, 20 Feb 2008 16:16:22 GMT""},{""version"":""v2"",""created"":""Wed, 13 Jun 2018 14:50:40 GMT""},{""version"":""v3"",""created"":""Fri, 15 Jun 2018 16:12:16 GMT""},{""version"":""v4"",""created"":""Mon, 3 Dec 2018 12:30:40 GMT""},{""version"":""v5"",""created"":""Fri, 12 Jun 2020 13:55:35 GMT""},{""version"":""v6"",""created"":""Fri, 29 Apr 2022 15:14:09 GMT""}]","2022-05-02"
